Driving,Step,Scenario_temp,Scenario,Demand,Ego_Op_Demand,Ego_Speed_Demand,Rain_Demand,Fog_Demand,Wetness_Demand,Time_Of_Day_Demand,NPCs_Demand,Pedestrians_Demand,Static_Demand,Traffic_Light_Demand,Sidewalk_Demand,Demand_Level,NPC_Number,Pedestrian_Number,Static_Number,Occur_Time,Collision,CollisionOccurredTime,BreakSafetyDistanceOccurredTime
0,0,"{
  ""TimeStep1"": {
    ""Ego_Position"": {
      ""vx"": -0.16,
      ""ay"": -0.84,
      ""az"": 9.83,
      ""ax"": 0.02,
      ""pz"": 10.12,
      ""vy"": -0.16,
      ""px"": 553046.24,
      ""py"": 4182688.13
    },
    ""Ego_Operation"": ""SpeedUp"",
    ""Ego_Speed"": ""Fast (speed (m/s) > 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  }
}","{
  ""Scenario"": {
    ""Ego_Position"": {
      ""vx"": -0.16,
      ""ay"": -0.84,
      ""az"": 9.83,
      ""ax"": 0.02,
      ""pz"": 10.12,
      ""vy"": -0.16,
      ""px"": 553046.24,
      ""py"": 4182688.13
    },
    ""Ego_Operation"": ""SpeedUp"",
    ""Ego_Speed"": ""Fast (speed (m/s) > 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""Time"": [
    ""TimeStep1""
  ]
}",5,1,3,0,0,0,2,0,0,0,1,0,"{'ego_op_demand': 'high', 'ego_speed_demand': 'not high', 'rain_demand': 'not high', 'fog_demand': 'not high', 'wetness_demand': 'not high', 'time_of_day_demand': 'high', 'npcs_demand': 'high', 'pedestrians_demand': 'high', 'obstacles_demand': 'high', 'traffic_light_demand': 'not high', 'sidewalk_demand': 'not high'}",0,0,0,0.5,SafeDriving,-1,-1
0,0,"{
  ""TimeStep2"": {
    ""Ego_Position"": {
      ""vx"": 0.24,
      ""ay"": -1.55,
      ""az"": 9.83,
      ""ax"": -0.48,
      ""pz"": 10.12,
      ""vy"": 0.24,
      ""px"": 553088.19,
      ""py"": 4182688.26
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Slow (0.01 < speed (m/s) <= 5)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  }
}","{
  ""Scenario"": {
    ""Ego_Position"": {
      ""vx"": 0.24,
      ""ay"": -1.55,
      ""az"": 9.83,
      ""ax"": -0.48,
      ""pz"": 10.12,
      ""vy"": 0.24,
      ""px"": 553088.19,
      ""py"": 4182688.26
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Slow (0.01 < speed (m/s) <= 5)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""Time"": [
    ""TimeStep2""
  ]
}",5,1,1,0,0,0,2,0,0,0,1,0,"{'ego_op_demand': 'high', 'ego_speed_demand': 'not high', 'rain_demand': 'not high', 'fog_demand': 'not high', 'wetness_demand': 'not high', 'time_of_day_demand': 'high', 'npcs_demand': 'high', 'pedestrians_demand': 'high', 'obstacles_demand': 'high', 'traffic_light_demand': 'not high', 'sidewalk_demand': 'not high'}",0,0,0,1.0,SafeDriving,-1,-1
0,0,"{
  ""TimeStep3"": {
    ""Ego_Position"": {
      ""vx"": 0.18,
      ""ay"": 4.8,
      ""az"": 9.74,
      ""ax"": 0.2,
      ""pz"": 10.12,
      ""vy"": 0.18,
      ""px"": 553087.32,
      ""py"": 4182688.32
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Slow (0.01 < speed (m/s) <= 5)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Red (Do not run a red light)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  }
}","{
  ""Scenario"": {
    ""Ego_Position"": {
      ""vx"": 0.18,
      ""ay"": 4.8,
      ""az"": 9.74,
      ""ax"": 0.2,
      ""pz"": 10.12,
      ""vy"": 0.18,
      ""px"": 553087.32,
      ""py"": 4182688.32
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Slow (0.01 < speed (m/s) <= 5)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Red (Do not run a red light)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""Time"": [
    ""TimeStep3""
  ]
}",6,1,1,0,0,0,2,0,0,0,3,0,"{'ego_op_demand': 'high', 'ego_speed_demand': 'not high', 'rain_demand': 'not high', 'fog_demand': 'not high', 'wetness_demand': 'not high', 'time_of_day_demand': 'high', 'npcs_demand': 'high', 'pedestrians_demand': 'high', 'obstacles_demand': 'high', 'traffic_light_demand': 'high', 'sidewalk_demand': 'not high'}",0,0,0,1.5,SafeDriving,-1,-1
0,0,"{
  ""TimeStep4"": {
    ""Ego_Position"": {
      ""vx"": 0.12,
      ""ay"": 3.52,
      ""az"": 9.8,
      ""ax"": 0.27,
      ""pz"": 10.12,
      ""vy"": 0.12,
      ""px"": 553085.34,
      ""py"": 4182688.41
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Red (Do not run a red light)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  }
}","{
  ""Scenario"": {
    ""Ego_Position"": {
      ""vx"": 0.12,
      ""ay"": 3.52,
      ""az"": 9.8,
      ""ax"": 0.27,
      ""pz"": 10.12,
      ""vy"": 0.12,
      ""px"": 553085.34,
      ""py"": 4182688.41
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Red (Do not run a red light)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""Time"": [
    ""TimeStep4""
  ]
}",6,1,2,0,0,0,2,0,0,0,3,0,"{'ego_op_demand': 'high', 'ego_speed_demand': 'not high', 'rain_demand': 'not high', 'fog_demand': 'not high', 'wetness_demand': 'not high', 'time_of_day_demand': 'high', 'npcs_demand': 'high', 'pedestrians_demand': 'high', 'obstacles_demand': 'high', 'traffic_light_demand': 'high', 'sidewalk_demand': 'not high'}",0,0,0,2.0,SafeDriving,-1,-1
0,0,"{
  ""TimeStep5"": {
    ""Ego_Position"": {
      ""vx"": 0.1,
      ""ay"": 0.25,
      ""az"": 9.85,
      ""ax"": -0.1,
      ""pz"": 10.12,
      ""vy"": 0.1,
      ""px"": 553083.23,
      ""py"": 4182688.47
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""TimeStep6"": {
    ""Ego_Position"": {
      ""vx"": 0.1,
      ""ay"": 0.25,
      ""az"": 9.85,
      ""ax"": -0.1,
      ""pz"": 10.12,
      ""vy"": 0.1,
      ""px"": 553083.23,
      ""py"": 4182688.47
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  }
}","{
  ""Scenario"": {
    ""Ego_Position"": {
      ""vx"": 0.1,
      ""ay"": 0.25,
      ""az"": 9.85,
      ""ax"": -0.1,
      ""pz"": 10.12,
      ""vy"": 0.1,
      ""px"": 553083.23,
      ""py"": 4182688.47
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""Time"": [
    ""TimeStep5"",
    ""TimeStep6""
  ]
}",5,1,2,0,0,0,2,0,0,0,1,0,"{'ego_op_demand': 'high', 'ego_speed_demand': 'not high', 'rain_demand': 'not high', 'fog_demand': 'not high', 'wetness_demand': 'not high', 'time_of_day_demand': 'high', 'npcs_demand': 'high', 'pedestrians_demand': 'high', 'obstacles_demand': 'high', 'traffic_light_demand': 'not high', 'sidewalk_demand': 'not high'}",0,0,0,2.5,SafeDriving,-1,-1
0,0,"{
  ""TimeStep7"": {
    ""Ego_Position"": {
      ""vx"": -0.01,
      ""ay"": 0.82,
      ""az"": 9.84,
      ""ax"": 0.01,
      ""pz"": 10.12,
      ""vy"": -0.01,
      ""px"": 553078.66,
      ""py"": 4182688.53
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Red (Do not run a red light)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  }
}","{
  ""Scenario"": {
    ""Ego_Position"": {
      ""vx"": -0.01,
      ""ay"": 0.82,
      ""az"": 9.84,
      ""ax"": 0.01,
      ""pz"": 10.12,
      ""vy"": -0.01,
      ""px"": 553078.66,
      ""py"": 4182688.53
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Red (Do not run a red light)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""Time"": [
    ""TimeStep7""
  ]
}",6,1,2,0,0,0,2,0,0,0,3,0,"{'ego_op_demand': 'high', 'ego_speed_demand': 'not high', 'rain_demand': 'not high', 'fog_demand': 'not high', 'wetness_demand': 'not high', 'time_of_day_demand': 'high', 'npcs_demand': 'high', 'pedestrians_demand': 'high', 'obstacles_demand': 'high', 'traffic_light_demand': 'high', 'sidewalk_demand': 'not high'}",0,0,0,3.5,SafeDriving,-1,-1
0,0,"{
  ""TimeStep8"": {
    ""Ego_Position"": {
      ""vx"": -0.01,
      ""ay"": 0.23,
      ""az"": 9.83,
      ""ax"": -0.0,
      ""pz"": 10.12,
      ""vy"": -0.01,
      ""px"": 553076.72,
      ""py"": 4182688.53
    },
    ""Ego_Operation"": ""SpeedUp"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Red (Do not run a red light)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  }
}","{
  ""Scenario"": {
    ""Ego_Position"": {
      ""vx"": -0.01,
      ""ay"": 0.23,
      ""az"": 9.83,
      ""ax"": -0.0,
      ""pz"": 10.12,
      ""vy"": -0.01,
      ""px"": 553076.72,
      ""py"": 4182688.53
    },
    ""Ego_Operation"": ""SpeedUp"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Red (Do not run a red light)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""Time"": [
    ""TimeStep8""
  ]
}",6,1,2,0,0,0,2,0,0,0,3,0,"{'ego_op_demand': 'high', 'ego_speed_demand': 'not high', 'rain_demand': 'not high', 'fog_demand': 'not high', 'wetness_demand': 'not high', 'time_of_day_demand': 'high', 'npcs_demand': 'high', 'pedestrians_demand': 'high', 'obstacles_demand': 'high', 'traffic_light_demand': 'high', 'sidewalk_demand': 'not high'}",0,0,0,4.0,SafeDriving,-1,-1
0,0,"{
  ""TimeStep9"": {
    ""Ego_Position"": {
      ""vx"": -0.06,
      ""ay"": 3.74,
      ""az"": 9.77,
      ""ax"": 0.03,
      ""pz"": 10.12,
      ""vy"": -0.06,
      ""px"": 553074.36,
      ""py"": 4182688.52
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Red (Do not run a red light)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  }
}","{
  ""Scenario"": {
    ""Ego_Position"": {
      ""vx"": -0.06,
      ""ay"": 3.74,
      ""az"": 9.77,
      ""ax"": 0.03,
      ""pz"": 10.12,
      ""vy"": -0.06,
      ""px"": 553074.36,
      ""py"": 4182688.52
    },
    ""Ego_Operation"": ""ChangeLaneToRight"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Red (Do not run a red light)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""Time"": [
    ""TimeStep9""
  ]
}",6,1,2,0,0,0,2,0,0,0,3,0,"{'ego_op_demand': 'high', 'ego_speed_demand': 'not high', 'rain_demand': 'not high', 'fog_demand': 'not high', 'wetness_demand': 'not high', 'time_of_day_demand': 'high', 'npcs_demand': 'high', 'pedestrians_demand': 'high', 'obstacles_demand': 'high', 'traffic_light_demand': 'high', 'sidewalk_demand': 'not high'}",0,0,0,4.5,SafeDriving,-1,-1
0,0,"{
  ""TimeStep10"": {
    ""Ego_Position"": {
      ""vx"": -0.09,
      ""ay"": 0.37,
      ""az"": 9.84,
      ""ax"": 0.0,
      ""pz"": 10.12,
      ""vy"": -0.09,
      ""px"": 553070.91,
      ""py"": 4182688.5
    },
    ""Ego_Operation"": ""SpeedUp"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  }
}","{
  ""Scenario"": {
    ""Ego_Position"": {
      ""vx"": -0.09,
      ""ay"": 0.37,
      ""az"": 9.84,
      ""ax"": 0.0,
      ""pz"": 10.12,
      ""vy"": -0.09,
      ""px"": 553070.91,
      ""py"": 4182688.5
    },
    ""Ego_Operation"": ""SpeedUp"",
    ""Ego_Speed"": ""Moderate (5 < speed (m/s) <= 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""Time"": [
    ""TimeStep10""
  ]
}",5,1,2,0,0,0,2,0,0,0,1,0,"{'ego_op_demand': 'high', 'ego_speed_demand': 'not high', 'rain_demand': 'not high', 'fog_demand': 'not high', 'wetness_demand': 'not high', 'time_of_day_demand': 'high', 'npcs_demand': 'high', 'pedestrians_demand': 'high', 'obstacles_demand': 'high', 'traffic_light_demand': 'not high', 'sidewalk_demand': 'not high'}",0,0,0,5.0,SafeDriving,-1,-1
0,0,"{
  ""TimeStep11"": {
    ""Ego_Position"": {
      ""vx"": -0.11,
      ""ay"": 0.22,
      ""az"": 9.82,
      ""ax"": -0.0,
      ""pz"": 10.12,
      ""vy"": -0.11,
      ""px"": 553068.55,
      ""py"": 4182688.47
    },
    ""Ego_Operation"": ""SpeedUp"",
    ""Ego_Speed"": ""Fast (speed (m/s) > 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  }
}","{
  ""Scenario"": {
    ""Ego_Position"": {
      ""vx"": -0.11,
      ""ay"": 0.22,
      ""az"": 9.82,
      ""ax"": -0.0,
      ""pz"": 10.12,
      ""vy"": -0.11,
      ""px"": 553068.55,
      ""py"": 4182688.47
    },
    ""Ego_Operation"": ""SpeedUp"",
    ""Ego_Speed"": ""Fast (speed (m/s) > 8)"",
    ""Weather[rain]"": ""None rain (rain_level==0)"",
    ""Weather[fog]"": ""None fog (fog_level==0)"",
    ""Weather[wetness]"": ""None wetness (wetness_level==0)"",
    ""TimeofDay"": ""Noon (12pm)"",
    ""NPC"": ""None"",
    ""Pedestrian"": ""None"",
    ""Static obstacle"": ""None"",
    ""TrafficRule[Traffic light]"": ""Green (Allow to pass but slow at intersection)"",
    ""TrafficRule[Sidewalk]"": ""None"",
    ""CollisionInfoAtTimeStep"": ""NotOccurred""
  },
  ""Time"": [
    ""TimeStep11""
  ]
}",5,1,3,0,0,0,2,0,0,0,1,0,"{'ego_op_demand': 'high', 'ego_speed_demand': 'not high', 'rain_demand': 'not high', 'fog_demand': 'not high', 'wetness_demand': 'not high', 'time_of_day_demand': 'high', 'npcs_demand': 'high', 'pedestrians_demand': 'high', 'obstacles_demand': 'high', 'traffic_light_demand': 'not high', 'sidewalk_demand': 'not high'}",0,0,0,5.5,SafeDriving,-1,-1
